gender,age,home,income,motivation,workday,wkendday,hobby
여자,30,경기도,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,1,2,독서
여자,30,서울특별시,무응답,자기만족-즐거움을 위해,1,2,공예
남자,50,전라도,700만원 이상,자기만족-즐거움을 위해,3,8,어학
여자,20,서울특별시,500만원 이상 700만원 미만,스트레스 해소를 위해,3,7,공연
남자,40,부산광역시,300만원 미만,마음의 안정-휴식을 위해,3,18,공예
남자,50,경기도,500만원 이상 700만원 미만,마음의 안정-휴식을 위해,3,8,등산
남자,60,경기도,500만원 이상 700만원 미만,자기만족-즐거움을 위해,1,4,공예
여자,40,경기도,무응답,마음의 안정-휴식을 위해,1,1,수영
여자,20,서울특별시,300만원 미만,자기만족-즐거움을 위해,5,2,연극
남자,60,부산광역시,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,1,3,스포츠
여자,60,경기도,300만원 이상 500만원 미만,자기만족-즐거움을 위해,4,3,등산
남자,40,경상도,500만원 이상 700만원 미만,건강 관리를 위해,1,8,자전거
남자,30,서울특별시,300만원 미만,마음의 안정-휴식을 위해,3,5,골프
남자,40,경상도,500만원 이상 700만원 미만,가족-지인 등과 시간을 보내기 위해,2,4,공예
남자,20,서울특별시,무응답,스트레스 해소를 위해,3,5,스포츠
남자,30,충청도,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,3,12,공예
남자,20,인천광역시,무응답,자기만족-즐거움을 위해,3,3,스트레칭
여자,60,경기도,무응답,건강 관리를 위해,2,5,조깅
남자,50,전라도,300만원 이상 500만원 미만,자기만족-즐거움을 위해,4,2,독서
남자,50,대구광역시,300만원 이상 500만원 미만,자기만족-즐거움을 위해,1,4,스포츠
남자,60,전라도,300만원 이상 500만원 미만,건강 관리를 위해,5,5,골프
남자,60,부산광역시,300만원 미만,건강 관리를 위해,1,2,공예
남자,30,부산광역시,무응답,마음의 안정-휴식을 위해,5,10,공예
남자,50,충청도,300만원 이상 500만원 미만,건강 관리를 위해,3,5,조깅
여자,40,경기도,700만원 이상,마음의 안정-휴식을 위해,3,3,독서
여자,40,서울특별시,700만원 이상,자기 계발을 위해,2,3,골프
여자,50,경기도,700만원 이상,마음의 안정-휴식을 위해,2,2,미술
여자,30,경상도,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,1,5,조깅
남자,30,경상도,300만원 이상 500만원 미만,남는 시간을 보내기 위해,2,8,골프
남자,50,경기도,500만원 이상 700만원 미만,마음의 안정-휴식을 위해,5,5,여행
여자,30,경기도,500만원 이상 700만원 미만,마음의 안정-휴식을 위해,2,10,공예
여자,40,울산광역시,700만원 이상,스트레스 해소를 위해,3,6,공예
여자,60,경기도,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,5,7,스트레칭
남자,50,인천광역시,500만원 이상 700만원 미만,건강 관리를 위해,3,8,공예
여자,60,서울특별시,300만원 이상 500만원 미만,건강 관리를 위해,2,3,신문
여자,60,전라도,700만원 이상,가족-지인 등과 시간을 보내기 위해,2,5,조깅
남자,50,인천광역시,500만원 이상 700만원 미만,가족-지인 등과 시간을 보내기 위해,2,6,공예
남자,40,인천광역시,500만원 이상 700만원 미만,마음의 안정-휴식을 위해,2,6,독서
여자,50,경기도,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,2,4,독서
여자,50,전라도,300만원 미만,가족-지인 등과 시간을 보내기 위해,1,5,독서
여자,50,부산광역시,무응답,남는 시간을 보내기 위해,3,3,조깅
여자,50,대전광역시,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,5,10,공예
여자,50,대구광역시,700만원 이상,자기만족-즐거움을 위해,3,7,골프
남자,60,서울특별시,300만원 이상 500만원 미만,건강 관리를 위해,3,4,공예
여자,30,서울특별시,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,4,3,음주
남자,40,경기도,500만원 이상 700만원 미만,자기만족-즐거움을 위해,2,5,여행
남자,20,인천광역시,300만원 미만,마음의 안정-휴식을 위해,2,10,공예
여자,50,경상도,500만원 이상 700만원 미만,건강 관리를 위해,2,3,조깅
남자,40,강원도,300만원 이상 500만원 미만,스트레스 해소를 위해,2,4,맛집
여자,50,서울특별시,700만원 이상,건강 관리를 위해,1,5,조깅
여자,20,강원도,300만원 미만,스트레스 해소를 위해,2,4,여행
남자,50,서울특별시,700만원 이상,가족-지인 등과 시간을 보내기 위해,3,6,캠핑
남자,30,전라도,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,2,5,조깅
남자,40,충청도,500만원 이상 700만원 미만,남는 시간을 보내기 위해,6,10,여행
여자,60,인천광역시,300만원 이상 500만원 미만,건강 관리를 위해,3,5,공예
남자,60,부산광역시,700만원 이상,가족-지인 등과 시간을 보내기 위해,5,8,음악
남자,50,전라도,700만원 이상,자기만족-즐거움을 위해,3,6,공예
남자,60,경기도,300만원 미만,대인 관계-교제를 위해,1,4,어학
여자,50,서울특별시,700만원 이상,건강 관리를 위해,3,6,요가
여자,60,세종특별자치시,300만원 이상 500만원 미만,건강 관리를 위해,1,1,라켓
여자,50,제주특별자치도,500만원 이상 700만원 미만,자기만족-즐거움을 위해,1,2,수영
남자,50,대구광역시,300만원 미만,스트레스 해소를 위해,1,4,사진
여자,40,서울특별시,700만원 이상,건강 관리를 위해,2,3,헬스
여자,50,경기도,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,1,3,헬스
남자,20,강원도,300만원 미만,자기만족-즐거움을 위해,2,5,공예
여자,40,대구광역시,300만원 미만,가족-지인 등과 시간을 보내기 위해,3,3,여행
여자,20,부산광역시,300만원 미만,마음의 안정-휴식을 위해,4,8,무도
남자,60,경기도,500만원 이상 700만원 미만,스트레스 해소를 위해,2,4,음악
여자,60,광주광역시,700만원 이상,건강 관리를 위해,8,8,헬스
남자,60,부산광역시,700만원 이상,건강 관리를 위해,7,8,공예
여자,60,대구광역시,700만원 이상,건강 관리를 위해,2,14,헬스
여자,40,경상도,300만원 미만,마음의 안정-휴식을 위해,4,4,공예
여자,50,경상도,500만원 이상 700만원 미만,건강 관리를 위해,2,5,수영
남자,50,서울특별시,300만원 이상 500만원 미만,자기 계발을 위해,2,5,공예
남자,50,인천광역시,500만원 이상 700만원 미만,스트레스 해소를 위해,1,5,골프
남자,30,전라도,무응답,가족-지인 등과 시간을 보내기 위해,12,12,공예
남자,30,경기도,500만원 이상 700만원 미만,가족-지인 등과 시간을 보내기 위해,2,6,여행
남자,60,서울특별시,500만원 이상 700만원 미만,건강 관리를 위해,4,8,공예
여자,50,인천광역시,300만원 미만,가족-지인 등과 시간을 보내기 위해,3,3,미술관
남자,50,서울특별시,700만원 이상,마음의 안정-휴식을 위해,2,12,등산
여자,40,경기도,300만원 미만,스트레스 해소를 위해,1,3,공예
남자,50,울산광역시,700만원 이상,건강 관리를 위해,4,6,조깅
여자,60,강원도,500만원 이상 700만원 미만,가족-지인 등과 시간을 보내기 위해,2,4,맛집
남자,60,광주광역시,500만원 이상 700만원 미만,건강 관리를 위해,3,4,어학
여자,60,울산광역시,500만원 이상 700만원 미만,자기만족-즐거움을 위해,3,10,헬스
여자,40,경상도,500만원 이상 700만원 미만,스트레스 해소를 위해,3,6,조깅
여자,40,대구광역시,300만원 이상 500만원 미만,자기만족-즐거움을 위해,5,8,공예
남자,50,울산광역시,700만원 이상,대인 관계-교제를 위해,4,10,구기
남자,40,대구광역시,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,2,6,여행
여자,60,제주특별자치도,300만원 이상 500만원 미만,자기 계발을 위해,3,5,독서
여자,20,광주광역시,700만원 이상,자기만족-즐거움을 위해,4,8,요가
여자,60,경상도,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,2,5,조깅
남자,60,경기도,300만원 이상 500만원 미만,자기만족-즐거움을 위해,2,8,공예
여자,30,경기도,700만원 이상,마음의 안정-휴식을 위해,5,10,미술관
여자,40,대전광역시,300만원 이상 500만원 미만,스트레스 해소를 위해,4,10,캠핑
여자,50,서울특별시,300만원 이상 500만원 미만,대인 관계-교제를 위해,4,4,등산
여자,50,서울특별시,700만원 이상,자기 계발을 위해,2,10,독서
남자,50,전라도,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,2,8,수집
남자,50,서울특별시,300만원 이상 500만원 미만,건강 관리를 위해,2,4,조깅
남자,30,경기도,700만원 이상,남는 시간을 보내기 위해,0,2,조깅
여자,30,경기도,300만원 이상 500만원 미만,자기만족-즐거움을 위해,3,5,요가
남자,40,서울특별시,500만원 이상 700만원 미만,마음의 안정-휴식을 위해,1,1,공예
여자,40,서울특별시,300만원 미만,스트레스 해소를 위해,1,5,여행
여자,50,전라도,300만원 이상 500만원 미만,남는 시간을 보내기 위해,2,8,여행
남자,30,전라도,300만원 미만,스트레스 해소를 위해,3,8,여행
남자,30,경기도,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,3,6,공예
남자,30,경기도,무응답,스트레스 해소를 위해,3,5,헬스
남자,20,경기도,300만원 미만,건강 관리를 위해,8,8,헬스
남자,30,대구광역시,700만원 이상,스트레스 해소를 위해,3,10,공예
여자,40,충청도,500만원 이상 700만원 미만,가족-지인 등과 시간을 보내기 위해,3,5,자전거
여자,50,서울특별시,300만원 이상 500만원 미만,자기만족-즐거움을 위해,3,3,공예
여자,30,부산광역시,500만원 이상 700만원 미만,마음의 안정-휴식을 위해,4,8,조깅
남자,50,경기도,500만원 이상 700만원 미만,자기만족-즐거움을 위해,4,8,여행
남자,60,인천광역시,300만원 미만,건강 관리를 위해,4,6,조깅
여자,40,부산광역시,500만원 이상 700만원 미만,자기만족-즐거움을 위해,1,5,박물관
남자,60,인천광역시,300만원 미만,자기만족-즐거움을 위해,3,1,여행
여자,30,강원도,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,6,6,요가
남자,40,충청도,300만원 미만,스트레스 해소를 위해,2,12,자기계발
여자,60,대전광역시,500만원 이상 700만원 미만,가족-지인 등과 시간을 보내기 위해,1,3,음악
남자,40,대구광역시,300만원 이상 500만원 미만,자기 계발을 위해,0,0,음주
여자,30,경기도,300만원 미만,가족-지인 등과 시간을 보내기 위해,2,4,요가
남자,20,서울특별시,무응답,대인 관계-교제를 위해,4,6,구기
여자,50,대구광역시,무응답,마음의 안정-휴식을 위해,5,3,공예
남자,40,경상도,700만원 이상,건강 관리를 위해,2,3,보드게임
여자,60,울산광역시,300만원 이상 500만원 미만,건강 관리를 위해,4,5,수영
여자,30,충청도,300만원 이상 500만원 미만,자기만족-즐거움을 위해,5,2,맛집
남자,60,경기도,300만원 미만,자기 계발을 위해,3,6,스포츠
남자,30,경기도,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,5,10,공예
남자,60,충청도,300만원 이상 500만원 미만,건강 관리를 위해,3,2,음악
여자,60,강원도,300만원 이상 500만원 미만,자기만족-즐거움을 위해,1,1,축제
여자,60,서울특별시,300만원 이상 500만원 미만,건강 관리를 위해,8,8,골프
여자,60,서울특별시,500만원 이상 700만원 미만,자기 계발을 위해,4,5,여행
여자,30,전라도,300만원 이상 500만원 미만,스트레스 해소를 위해,2,2,맛집
남자,50,부산광역시,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,4,8,여행
남자,40,서울특별시,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,2,6,조깅
여자,20,충청도,무응답,마음의 안정-휴식을 위해,4,10,공예
남자,40,경기도,500만원 이상 700만원 미만,가족-지인 등과 시간을 보내기 위해,1,3,공예
남자,20,대전광역시,300만원 미만,건강 관리를 위해,4,6,자전거
여자,20,서울특별시,무응답,스트레스 해소를 위해,1,2,공예
남자,50,광주광역시,300만원 이상 500만원 미만,자기 계발을 위해,3,5,독서
여자,20,서울특별시,700만원 이상,스트레스 해소를 위해,2,6,요가
여자,50,경기도,300만원 미만,자기 계발을 위해,4,3,자전거
남자,40,경상도,700만원 이상,가족-지인 등과 시간을 보내기 위해,3,3,맛집
여자,20,경기도,700만원 이상,자기만족-즐거움을 위해,2,2,공예
남자,40,제주특별자치도,500만원 이상 700만원 미만,자기만족-즐거움을 위해,1,3,어학
여자,30,대전광역시,500만원 이상 700만원 미만,가족-지인 등과 시간을 보내기 위해,4,15,공예
여자,60,부산광역시,300만원 미만,건강 관리를 위해,10,12,맛집
여자,60,서울특별시,500만원 이상 700만원 미만,자기만족-즐거움을 위해,1,1,조깅
여자,20,서울특별시,무응답,마음의 안정-휴식을 위해,6,9,공예
남자,40,서울특별시,700만원 이상,스트레스 해소를 위해,1,3,골프
여자,50,서울특별시,700만원 이상,건강 관리를 위해,3,10,조깅
여자,40,서울특별시,300만원 미만,자기만족-즐거움을 위해,4,5,여행
여자,60,서울특별시,300만원 이상 500만원 미만,자기만족-즐거움을 위해,2,3,공예
남자,50,서울특별시,500만원 이상 700만원 미만,가족-지인 등과 시간을 보내기 위해,2,8,스포츠
여자,60,서울특별시,300만원 미만,자기만족-즐거움을 위해,6,8,요가
여자,60,서울특별시,700만원 이상,건강 관리를 위해,4,3,헬스
남자,60,서울특별시,300만원 미만,대인 관계-교제를 위해,1,3,여행
남자,20,서울특별시,700만원 이상,가족-지인 등과 시간을 보내기 위해,2,10,여행
여자,30,서울특별시,300만원 이상 500만원 미만,스트레스 해소를 위해,3,5,음주
여자,60,서울특별시,500만원 이상 700만원 미만,마음의 안정-휴식을 위해,3,5,캠핑
남자,60,서울특별시,500만원 이상 700만원 미만,건강 관리를 위해,3,2,등산
남자,50,서울특별시,700만원 이상,가족-지인 등과 시간을 보내기 위해,10,3,자기계발
남자,50,서울특별시,300만원 이상 500만원 미만,건강 관리를 위해,8,8,스포츠
남자,60,서울특별시,500만원 이상 700만원 미만,자기만족-즐거움을 위해,1,3,맛집
여자,60,전라도,300만원 이상 500만원 미만,자기 계발을 위해,6,3,조깅
남자,20,서울특별시,무응답,자기만족-즐거움을 위해,14,14,공예
여자,40,서울특별시,300만원 미만,마음의 안정-휴식을 위해,4,5,공예
여자,60,서울특별시,300만원 이상 500만원 미만,건강 관리를 위해,2,5,수영
남자,40,서울특별시,300만원 미만,건강 관리를 위해,1,2,자기계발
남자,50,서울특별시,700만원 이상,자기만족-즐거움을 위해,2,5,자전거
여자,60,서울특별시,300만원 이상 500만원 미만,건강 관리를 위해,8,12,등산
여자,50,경기도,500만원 이상 700만원 미만,자기만족-즐거움을 위해,3,5,조깅
여자,20,부산광역시,무응답,자기 계발을 위해,3,5,요가
남자,60,인천광역시,500만원 이상 700만원 미만,건강 관리를 위해,4,4,헬스
여자,40,경기도,700만원 이상,대인 관계-교제를 위해,2,3,음주
여자,40,부산광역시,700만원 이상,마음의 안정-휴식을 위해,1,8,인테리어
남자,50,서울특별시,500만원 이상 700만원 미만,가족-지인 등과 시간을 보내기 위해,3,5,어학
여자,50,광주광역시,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,1,7,조깅
남자,30,대전광역시,300만원 미만,스트레스 해소를 위해,1,3,공예
남자,60,경기도,500만원 이상 700만원 미만,자기만족-즐거움을 위해,6,10,여행
여자,50,경기도,500만원 이상 700만원 미만,가족-지인 등과 시간을 보내기 위해,1,3,맛집
남자,20,경기도,300만원 이상 500만원 미만,자기만족-즐거움을 위해,2,4,공예
여자,40,경기도,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,10,8,독서
여자,50,인천광역시,500만원 이상 700만원 미만,대인 관계-교제를 위해,2,5,조깅
남자,20,경기도,500만원 이상 700만원 미만,스트레스 해소를 위해,2,3,사진
남자,50,강원도,700만원 이상,가족-지인 등과 시간을 보내기 위해,3,5,구기
여자,30,부산광역시,300만원 미만,마음의 안정-휴식을 위해,4,6,음악
여자,60,전라도,700만원 이상,자기만족-즐거움을 위해,3,2,수영
남자,60,부산광역시,무응답,건강 관리를 위해,1,0,공예
남자,20,서울특별시,300만원 미만,가족-지인 등과 시간을 보내기 위해,5,12,음악
여자,50,서울특별시,300만원 미만,자기만족-즐거움을 위해,1,4,미술
남자,40,서울특별시,300만원 이상 500만원 미만,스트레스 해소를 위해,2,4,공예
남자,20,전라도,300만원 이상 500만원 미만,스트레스 해소를 위해,8,18,공예
남자,50,대전광역시,700만원 이상,마음의 안정-휴식을 위해,6,10,골프
여자,30,경기도,300만원 이상 500만원 미만,스트레스 해소를 위해,4,12,조깅
여자,40,인천광역시,700만원 이상,가족-지인 등과 시간을 보내기 위해,3,12,음악
남자,30,대구광역시,500만원 이상 700만원 미만,가족-지인 등과 시간을 보내기 위해,1,3,맛집
남자,20,서울특별시,무응답,남는 시간을 보내기 위해,12,12,공예
여자,50,제주특별자치도,700만원 이상,건강 관리를 위해,1,3,조깅
남자,40,경상도,300만원 이상 500만원 미만,스트레스 해소를 위해,1,2,음주
남자,30,경상도,500만원 이상 700만원 미만,자기만족-즐거움을 위해,3,8,공예
남자,40,인천광역시,300만원 이상 500만원 미만,자기 계발을 위해,4,4,여행
여자,30,서울특별시,500만원 이상 700만원 미만,자기만족-즐거움을 위해,2,7,공예
여자,30,경상도,300만원 미만,가족-지인 등과 시간을 보내기 위해,15,16,맛집
여자,30,경기도,300만원 이상 500만원 미만,스트레스 해소를 위해,1,1,공예
남자,60,인천광역시,무응답,마음의 안정-휴식을 위해,2,4,자전거
여자,20,경기도,무응답,스트레스 해소를 위해,1,4,연극
남자,20,전라도,500만원 이상 700만원 미만,스트레스 해소를 위해,7,14,공예
남자,30,경기도,700만원 이상,남는 시간을 보내기 위해,2,3,공예
여자,30,강원도,500만원 이상 700만원 미만,가족-지인 등과 시간을 보내기 위해,1,1,맛집
여자,50,경상도,500만원 이상 700만원 미만,마음의 안정-휴식을 위해,1,3,공예
여자,20,경기도,700만원 이상,자기만족-즐거움을 위해,6,12,스포츠
남자,40,충청도,700만원 이상,자기만족-즐거움을 위해,5,8,어학
남자,40,대전광역시,500만원 이상 700만원 미만,마음의 안정-휴식을 위해,3,8,조깅
남자,50,경기도,300만원 이상 500만원 미만,건강 관리를 위해,2,10,공예
남자,60,충청도,500만원 이상 700만원 미만,자기만족-즐거움을 위해,12,12,음악
남자,60,전라도,300만원 이상 500만원 미만,건강 관리를 위해,3,3,음악
여자,50,서울특별시,300만원 이상 500만원 미만,자기만족-즐거움을 위해,3,5,자기계발
남자,20,전라도,700만원 이상,마음의 안정-휴식을 위해,6,6,공예
남자,50,경상도,500만원 이상 700만원 미만,가족-지인 등과 시간을 보내기 위해,2,3,등산
여자,50,울산광역시,300만원 이상 500만원 미만,남는 시간을 보내기 위해,10,10,독서
남자,50,부산광역시,300만원 미만,스트레스 해소를 위해,3,7,공예
여자,50,울산광역시,700만원 이상,자기 계발을 위해,1,1,미술
남자,50,인천광역시,500만원 이상 700만원 미만,건강 관리를 위해,2,4,골프
여자,60,경상도,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,5,10,공예
여자,40,경기도,500만원 이상 700만원 미만,대인 관계-교제를 위해,2,0,공예
남자,60,경기도,700만원 이상,자기만족-즐거움을 위해,2,3,댄스
여자,30,경기도,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,4,10,공예
여자,60,경상도,300만원 이상 500만원 미만,자기 계발을 위해,2,2,골프
여자,20,서울특별시,300만원 미만,가족-지인 등과 시간을 보내기 위해,6,14,수집
여자,30,서울특별시,300만원 미만,자기만족-즐거움을 위해,2,5,음악
여자,20,서울특별시,무응답,자기만족-즐거움을 위해,1,3,미용
남자,50,서울특별시,300만원 미만,마음의 안정-휴식을 위해,5,7,여행
남자,30,경상도,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,1,6,여행
여자,30,경기도,300만원 미만,스트레스 해소를 위해,3,5,독서
남자,30,경상도,300만원 이상 500만원 미만,스트레스 해소를 위해,0,0,골프
남자,20,인천광역시,무응답,남는 시간을 보내기 위해,3,8,공예
남자,30,경기도,300만원 이상 500만원 미만,건강 관리를 위해,2,5,헬스
여자,20,부산광역시,300만원 이상 500만원 미만,자기 계발을 위해,10,10,맛집
여자,60,부산광역시,300만원 이상 500만원 미만,자기만족-즐거움을 위해,4,10,수영
여자,50,경기도,300만원 미만,스트레스 해소를 위해,1,3,음악
남자,30,인천광역시,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,2,4,공예
여자,50,서울특별시,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,5,3,공예
여자,30,경기도,무응답,마음의 안정-휴식을 위해,3,2,음악
남자,20,서울특별시,500만원 이상 700만원 미만,가족-지인 등과 시간을 보내기 위해,4,12,공예
남자,40,전라도,300만원 미만,가족-지인 등과 시간을 보내기 위해,1,2,맛집
남자,60,서울특별시,300만원 이상 500만원 미만,건강 관리를 위해,2,10,헬스
여자,50,경상도,500만원 이상 700만원 미만,남는 시간을 보내기 위해,5,10,맛집
남자,60,대구광역시,300만원 미만,자기 계발을 위해,3,4,음악
남자,20,전라도,300만원 미만,스트레스 해소를 위해,3,4,공예
여자,40,경기도,300만원 이상 500만원 미만,자기만족-즐거움을 위해,1,2,피크닉
남자,20,경기도,700만원 이상,마음의 안정-휴식을 위해,2,10,독서
여자,20,충청도,무응답,가족-지인 등과 시간을 보내기 위해,4,6,미용
남자,50,경상도,500만원 이상 700만원 미만,가족-지인 등과 시간을 보내기 위해,1,3,조깅
여자,60,충청도,300만원 이상 500만원 미만,건강 관리를 위해,15,17,등산
남자,30,서울특별시,500만원 이상 700만원 미만,대인 관계-교제를 위해,1,3,공예
여자,60,경상도,300만원 미만,가족-지인 등과 시간을 보내기 위해,3,6,조깅
남자,50,경상도,500만원 이상 700만원 미만,자기만족-즐거움을 위해,1,4,음주
남자,20,강원도,500만원 이상 700만원 미만,자기만족-즐거움을 위해,2,4,공예
남자,40,세종특별자치시,300만원 이상 500만원 미만,자기만족-즐거움을 위해,1,3,스포츠
여자,60,경기도,300만원 이상 500만원 미만,건강 관리를 위해,4,5,독서
남자,30,경기도,300만원 이상 500만원 미만,스트레스 해소를 위해,2,2,독서
여자,20,경상도,무응답,자기만족-즐거움을 위해,4,8,공예
여자,30,경상도,300만원 이상 500만원 미만,자기 계발을 위해,1,5,음주
여자,40,강원도,500만원 이상 700만원 미만,남는 시간을 보내기 위해,3,12,공예
여자,50,경상도,700만원 이상,건강 관리를 위해,2,2,여행
여자,50,대구광역시,500만원 이상 700만원 미만,건강 관리를 위해,1,3,골프
여자,50,부산광역시,300만원 미만,마음의 안정-휴식을 위해,3,8,독서
여자,50,경상도,500만원 이상 700만원 미만,자기만족-즐거움을 위해,4,16,스트레칭
여자,40,서울특별시,500만원 이상 700만원 미만,마음의 안정-휴식을 위해,5,12,미용
남자,60,경기도,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,3,8,공예
남자,50,광주광역시,300만원 미만,건강 관리를 위해,2,2,자전거
남자,50,인천광역시,500만원 이상 700만원 미만,자기 계발을 위해,1,5,조깅
여자,40,경상도,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,1,5,조깅
여자,50,경기도,500만원 이상 700만원 미만,가족-지인 등과 시간을 보내기 위해,4,5,공예
여자,40,충청도,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,2,4,음주
남자,50,대구광역시,500만원 이상 700만원 미만,건강 관리를 위해,3,6,공예
남자,50,경기도,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,2,8,수집
남자,40,경기도,300만원 이상 500만원 미만,자기만족-즐거움을 위해,2,4,자전거
여자,30,전라도,300만원 이상 500만원 미만,스트레스 해소를 위해,2,6,맛집
여자,50,대전광역시,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,4,5,맛집
남자,50,충청도,500만원 이상 700만원 미만,건강 관리를 위해,3,3,스포츠
남자,60,부산광역시,300만원 이상 500만원 미만,건강 관리를 위해,2,6,댄스
여자,60,경상도,300만원 이상 500만원 미만,건강 관리를 위해,1,2,조깅
여자,50,서울특별시,300만원 이상 500만원 미만,자기만족-즐거움을 위해,3,7,조깅
여자,30,경기도,300만원 이상 500만원 미만,남는 시간을 보내기 위해,2,8,스포츠
여자,60,전라도,700만원 이상,마음의 안정-휴식을 위해,6,6,공예
여자,60,서울특별시,300만원 미만,건강 관리를 위해,5,5,조깅
여자,60,경기도,300만원 미만,건강 관리를 위해,3,6,조깅
남자,30,서울특별시,700만원 이상,건강 관리를 위해,2,6,헬스
남자,30,서울특별시,300만원 이상 500만원 미만,건강 관리를 위해,5,10,어학
여자,50,전라도,300만원 이상 500만원 미만,건강 관리를 위해,2,2,구기
남자,50,대전광역시,700만원 이상,남는 시간을 보내기 위해,3,5,공예
남자,50,강원도,500만원 이상 700만원 미만,건강 관리를 위해,4,8,라켓
여자,30,충청도,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,2,6,음악
여자,60,울산광역시,300만원 미만,건강 관리를 위해,2,3,독서
남자,20,서울특별시,300만원 이상 500만원 미만,남는 시간을 보내기 위해,5,14,공예
남자,30,서울특별시,300만원 이상 500만원 미만,건강 관리를 위해,3,10,헬스
여자,30,전라도,500만원 이상 700만원 미만,자기만족-즐거움을 위해,1,2,수영
남자,60,경상도,500만원 이상 700만원 미만,자기만족-즐거움을 위해,8,8,볼링
여자,40,인천광역시,300만원 미만,자기만족-즐거움을 위해,3,10,공예
여자,60,광주광역시,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,5,5,공예
여자,40,부산광역시,700만원 이상,가족-지인 등과 시간을 보내기 위해,1,1,조깅
남자,60,경기도,500만원 이상 700만원 미만,자기만족-즐거움을 위해,2,10,볼링
남자,50,경기도,300만원 미만,스트레스 해소를 위해,2,5,조깅
남자,30,전라도,500만원 이상 700만원 미만,마음의 안정-휴식을 위해,2,2,사진
여자,50,서울특별시,700만원 이상,건강 관리를 위해,2,5,등산
여자,30,충청도,300만원 이상 500만원 미만,자기만족-즐거움을 위해,2,5,연극
남자,60,경상도,300만원 미만,건강 관리를 위해,4,6,등산
남자,50,경기도,300만원 미만,가족-지인 등과 시간을 보내기 위해,2,2,볼링
남자,20,인천광역시,무응답,스트레스 해소를 위해,2,12,공예
여자,20,광주광역시,무응답,가족-지인 등과 시간을 보내기 위해,3,10,공예
여자,40,경상도,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,3,18,캠핑
남자,30,충청도,300만원 미만,대인 관계-교제를 위해,3,7,헬스
여자,40,충청도,300만원 이상 500만원 미만,자기만족-즐거움을 위해,8,8,여행
여자,20,강원도,무응답,자기만족-즐거움을 위해,10,3,음악
남자,60,경상도,무응답,자기만족-즐거움을 위해,2,3,자기계발
남자,60,인천광역시,300만원 이상 500만원 미만,대인 관계-교제를 위해,3,4,음악
여자,40,경기도,500만원 이상 700만원 미만,자기만족-즐거움을 위해,4,5,공예
남자,60,부산광역시,500만원 이상 700만원 미만,자기 계발을 위해,2,6,볼링
남자,30,충청도,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,1,2,캠핑
남자,30,서울특별시,700만원 이상,마음의 안정-휴식을 위해,2,5,공예
남자,30,경기도,700만원 이상,마음의 안정-휴식을 위해,4,4,낚시
남자,40,서울특별시,700만원 이상,자기만족-즐거움을 위해,2,4,공예
남자,30,울산광역시,300만원 미만,자기만족-즐거움을 위해,1,1,라켓
남자,40,인천광역시,500만원 이상 700만원 미만,가족-지인 등과 시간을 보내기 위해,1,2,공예
남자,20,서울특별시,300만원 미만,가족-지인 등과 시간을 보내기 위해,8,8,공예
남자,50,부산광역시,500만원 이상 700만원 미만,자기만족-즐거움을 위해,4,6,맛집
여자,50,울산광역시,500만원 이상 700만원 미만,마음의 안정-휴식을 위해,3,6,등산
여자,60,충청도,300만원 미만,건강 관리를 위해,1,6,등산
남자,30,경기도,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,2,5,조깅
남자,60,서울특별시,300만원 미만,대인 관계-교제를 위해,6,12,축제
